Level;Code;Code;Description;Self-explanatory texts in English;Self-explanatory texts in French;Self-explanatory texts in German
5;520515000080;5205.15;-- De título inferior a 125 decitex (superior al número métrico 80);"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 125 decitex ""> MN 80"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres non-peignées, contenant >= 85% en poids de coton, titrant < 125 décitex [> 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus ungekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von < 125 dtex ""> Nm 80"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
4;520521000010;;- Hilados sencillos de fibras peinadas;;;
5;520521000080;5205.21;-- De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant >= 714,29 décitex [<= 14 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von >= 714,29 dtex ""<= Nm 14"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520522000080;5205.22;-- De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant >= 232,56 décitex mais < 714,29 décitex [> 14 numéros métriques mais <= 43 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von 232,56 dtex bis < 714,29 dtex ""> Nm 14 bis Nm 43"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520523000080;5205.23;-- De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant >= 192,31 décitex mais < 232,56 décitex [> 43 numéros métriques mais <= 52 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von 192,31 dtex bis < 232,56 dtex ""> Nm 43 bis Nm 52"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520524000080;5205.24;-- De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al número métrico 80);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant >= 125 décitex mais < 192,31 décitex [> 52 numéros métriques mais <= 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von 125 dtex bis < 192,31 dtex ""> Nm 52 bis Nm 80"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520526000080;5205.26;-- De título inferior a 125 decitex pero superior o igual a 106,38 decitex (superior al número métrico 80 pero inferior o igual al número métrico 94);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 106,38 decitex to < 125 decitex ""> MN 80 to MN 94"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant >= 106,38 décitex mais < 125 décitex [> 80 numéros métriques mais <= 94 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von 106,38 dtex bis < 125 dtex ""> Nm 80"" bis Nm 94"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520527000080;5205.27;-- De título inferior a 106,38 decitex pero superior o igual a 83,33 decitex (superior al número métrico 94 pero inferior o igual al número métrico 120);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 106,38 decitex ""> MN 94 to MN 120"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant >= 83,33 décitex mais < 106,38 décitex [> 94 numéros métriques mais <= 120 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von 83,33 dtex bis < 106,38 dtex ""> Nm 94 bis Nm 120"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520528000080;5205.28;-- De título inferior a 83,33 decitex (superior al número métrico 120);"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex ""> MN 120"" (excl. sewing thread and yarn put up for retail sale)";Fils simples de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant < 83,33 décitex [> 120 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, ungezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer von < 83,33 dtex ""> Nm 120"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
4;520531000010;;- Hilados retorcidos o cableados, de fibras sin peinar;;;
5;520531000080;5205.31;-- De título superior o igual a 714,29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres non-peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 714,29 décitex [<= 14 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus ungekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von >= 714,29 dtex ""<= Nm 14 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520532000080;5205.32;-- De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres non-peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 232,56 décitex mais < 714,29 décitex [> 14 numéros métriques mais <= 43 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus ungekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von 232,56 dtex bis < 714,29 dtex ""> Nm 14 bis Nm 43 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520533000080;5205.33;-- De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres non-peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 192,31 décitex mais < 232,56 décitex [> 43 numéros métriques mais <= 52 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus ungekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von 192,31 dtex bis < 232,56 dtex ""> Nm 43 bis Nm 52 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520534000080;5205.34;-- De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres non-peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 125 décitex mais < 192,31 décitex [> 52 numéros métriques mais <= 80 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus ungekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von 125 dtex bis < 192,31 dtex ""> Nm 52 bis Nm 80 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520535000080;5205.35;-- De título inferior a 125 decitex, por hilo sencillo (superior al número métrico 80 por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 125 decitex ""> MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres non-peignées, contenant >= 85% en poids de coton, titrant en fils simples < 125 décitex [> 80 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus ungekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von < 125 dtex ""> Nm 80 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
4;520541000010;;- Hilados retorcidos o cableados, de fibras peinadas;;;
5;520541000080;5205.41;-- De título superior o igual a 714,29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 714,29 décitex [<= 14 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von >= 714,29 dtex ""<= Nm 14 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520542000080;5205.42;-- De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 232,56 décitex mais < 714,29 décitex [> 14 numéros métriques mais <= 43 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von 232,56 dtex bis < 714,29 dtex ""> Nm 14 bis Nm 43 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
5;520543000080;5205.43;-- De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo);"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" per single yarn (excl. sewing thread and yarn put up for retail sale)";Fils retors ou câblés de coton, en fibres peignées, contenant >= 85% en poids de coton, titrant en fils simples >= 192,31 décitex mais < 232,56 décitex [> 43 numéros métriques mais <= 52 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail);"Garne, gezwirnt, aus gekämmten Baumwollfasern, mit einem Anteil an Baumwolle von >= 85 GHT und mit einem Titer der einfachen Garne von 192,31 dtex bis < 232,56 dtex ""> Nm 43 bis Nm 52 der einfachen Garne"" (ausg. Nähgarne sowie Garne in Aufmachungen für den Einzelverkauf)"
